,chr,start,end,state,median,multiplier,cell_id,sample_id,library_id
26796,7,12000001,16500000,3,2.8047402894907703,3,SA928-A73044A-R07-C49,SA928,A73044A
26797,7,16500001,21000000,4,4.0437256268312005,3,SA928-A73044A-R07-C49,SA928,A73044A
26798,7,21000001,22500000,3,2.33185705411444,3,SA928-A73044A-R07-C49,SA928,A73044A
26799,7,22500001,31000000,4,4.01170912147631,3,SA928-A73044A-R07-C49,SA928,A73044A
26800,7,31000001,34500000,3,3.13659206137182,3,SA928-A73044A-R07-C49,SA928,A73044A
26801,7,34500001,40000000,4,4.12647332036233,3,SA928-A73044A-R07-C49,SA928,A73044A
26802,7,40000001,43500000,3,2.27659740139771,3,SA928-A73044A-R07-C49,SA928,A73044A
26803,7,43500001,45500000,4,4.36857108457995,3,SA928-A73044A-R07-C49,SA928,A73044A
26804,7,45500001,56000000,3,2.94717392813876,3,SA928-A73044A-R07-C49,SA928,A73044A
26805,7,56000001,64500000,2,1.55564353013735,3,SA928-A73044A-R07-C49,SA928,A73044A
26806,7,64500001,67000000,3,3.2260969140407205,3,SA928-A73044A-R07-C49,SA928,A73044A
26807,7,67000001,73500000,2,1.8117328653003002,3,SA928-A73044A-R07-C49,SA928,A73044A
26808,7,73500001,82500000,3,2.73583078277669,3,SA928-A73044A-R07-C49,SA928,A73044A
26809,7,82500001,93000000,4,3.7164604768993197,3,SA928-A73044A-R07-C49,SA928,A73044A
26810,7,93000001,98000000,3,2.57496075308235,3,SA928-A73044A-R07-C49,SA928,A73044A
26811,7,98000001,100500000,4,3.77862332758159,3,SA928-A73044A-R07-C49,SA928,A73044A
26812,7,100500001,101000000,3,,3,SA928-A73044A-R07-C49,SA928,A73044A
26813,7,101000001,102500000,2,2.01802311472153,3,SA928-A73044A-R07-C49,SA928,A73044A
26814,7,102500001,111000000,4,3.81004865905295,3,SA928-A73044A-R07-C49,SA928,A73044A
26815,7,111000001,125500000,3,3.2733009898536003,3,SA928-A73044A-R07-C49,SA928,A73044A
26816,7,125500001,131000000,4,3.80300571806967,3,SA928-A73044A-R07-C49,SA928,A73044A
26817,7,131000001,131500000,3,2.93883175737172,3,SA928-A73044A-R07-C49,SA928,A73044A
26818,7,131500001,134500000,2,1.9186700022186203,3,SA928-A73044A-R07-C49,SA928,A73044A
26819,7,134500001,157500000,3,2.84975695837407,3,SA928-A73044A-R07-C49,SA928,A73044A
26820,7,157500001,159500000,2,2.09354985999394,3,SA928-A73044A-R07-C49,SA928,A73044A
26821,8,1,12500000,3,2.70004881834393,3,SA928-A73044A-R07-C49,SA928,A73044A
26822,8,12500001,15000000,4,3.87060600099222,3,SA928-A73044A-R07-C49,SA928,A73044A
26823,8,15000001,26000000,3,3.05821590157006,3,SA928-A73044A-R07-C49,SA928,A73044A
26824,8,26000001,31500000,4,4.5939473964609805,3,SA928-A73044A-R07-C49,SA928,A73044A
26825,8,31500001,37500000,3,2.59028182948008,3,SA928-A73044A-R07-C49,SA928,A73044A
26826,8,37500001,39500000,4,4.4704233718358894,3,SA928-A73044A-R07-C49,SA928,A73044A
26827,8,39500001,61000000,3,3.02081470887648,3,SA928-A73044A-R07-C49,SA928,A73044A
26828,8,61000001,62500000,4,4.538760884593709,3,SA928-A73044A-R07-C49,SA928,A73044A
26829,8,62500001,69500000,3,2.8154143393644397,3,SA928-A73044A-R07-C49,SA928,A73044A
26830,8,69500001,73000000,4,4.26917465345662,3,SA928-A73044A-R07-C49,SA928,A73044A
26831,8,73000001,80500000,3,2.88222625807697,3,SA928-A73044A-R07-C49,SA928,A73044A
26832,8,80500001,82500000,4,4.4003286039397995,3,SA928-A73044A-R07-C49,SA928,A73044A
26833,8,82500001,95000000,3,3.05159992100178,3,SA928-A73044A-R07-C49,SA928,A73044A
26834,8,95000001,96500000,4,4.2625345164080795,3,SA928-A73044A-R07-C49,SA928,A73044A
26835,8,96500001,99500000,3,2.9860969376712,3,SA928-A73044A-R07-C49,SA928,A73044A
26836,8,99500001,104500000,5,4.859748117763821,3,SA928-A73044A-R07-C49,SA928,A73044A
26837,8,104500001,116500000,3,3.01013014086097,3,SA928-A73044A-R07-C49,SA928,A73044A
26838,8,116500001,119000000,2,2.09194680935774,3,SA928-A73044A-R07-C49,SA928,A73044A
26839,8,119000001,122000000,3,2.64197826290497,3,SA928-A73044A-R07-C49,SA928,A73044A
26840,8,122000001,131500000,4,4.18443793843926,3,SA928-A73044A-R07-C49,SA928,A73044A
26841,8,131500001,138500000,3,2.7410769101111696,3,SA928-A73044A-R07-C49,SA928,A73044A
26842,8,138500001,140000000,2,1.9125087058753898,3,SA928-A73044A-R07-C49,SA928,A73044A
26843,8,140000001,146500000,3,2.9781022228839302,3,SA928-A73044A-R07-C49,SA928,A73044A
26844,9,1,3000000,3,2.32559393466451,3,SA928-A73044A-R07-C49,SA928,A73044A
26845,9,3000001,8000000,5,4.74552187228507,3,SA928-A73044A-R07-C49,SA928,A73044A
26846,9,8000001,13500000,3,3.2957994246982003,3,SA928-A73044A-R07-C49,SA928,A73044A
26847,9,13500001,16000000,4,4.17077459686442,3,SA928-A73044A-R07-C49,SA928,A73044A
26848,9,16000001,20000000,3,3.1316526603153503,3,SA928-A73044A-R07-C49,SA928,A73044A
26849,9,20000001,22000000,5,5.68739838666889,3,SA928-A73044A-R07-C49,SA928,A73044A
26850,9,22000001,36500000,3,3.04729105988015,3,SA928-A73044A-R07-C49,SA928,A73044A
26851,9,36500001,39000000,5,4.80985205180514,3,SA928-A73044A-R07-C49,SA928,A73044A
26852,9,39000001,71000000,1,0.904490868885447,3,SA928-A73044A-R07-C49,SA928,A73044A
26853,9,71000001,74500000,4,3.84989327371488,3,SA928-A73044A-R07-C49,SA928,A73044A
26854,9,74500001,85500000,3,2.8740946216956402,3,SA928-A73044A-R07-C49,SA928,A73044A
26855,9,85500001,88500000,2,2.0034673818438202,3,SA928-A73044A-R07-C49,SA928,A73044A
26856,9,88500001,91500000,3,2.6944345892551405,3,SA928-A73044A-R07-C49,SA928,A73044A
26857,9,91500001,96000000,4,4.29470163868545,3,SA928-A73044A-R07-C49,SA928,A73044A
26858,9,96000001,100000000,3,2.63314822613569,3,SA928-A73044A-R07-C49,SA928,A73044A
26859,9,100000001,106000000,4,3.8142079252549905,3,SA928-A73044A-R07-C49,SA928,A73044A
26860,9,106000001,112000000,3,3.0253105320836,3,SA928-A73044A-R07-C49,SA928,A73044A
26861,9,112000001,116500000,4,4.361440400473181,3,SA928-A73044A-R07-C49,SA928,A73044A
26862,9,116500001,141500000,3,3.0170029395225,3,SA928-A73044A-R07-C49,SA928,A73044A
26863,X,1,3000000,2,2.34536291729028,3,SA928-A73044A-R07-C49,SA928,A73044A
26864,X,3000001,11000000,1,1.0289456068990899,3,SA928-A73044A-R07-C49,SA928,A73044A
26865,X,11000001,25000000,2,2.20306207976693,3,SA928-A73044A-R07-C49,SA928,A73044A
26866,X,25000001,26500000,1,1.01042430411037,3,SA928-A73044A-R07-C49,SA928,A73044A
26867,X,26500001,43000000,2,1.88170809440512,3,SA928-A73044A-R07-C49,SA928,A73044A
26868,X,43000001,46000000,1,1.2623683447123701,3,SA928-A73044A-R07-C49,SA928,A73044A
26869,X,46000001,47500000,2,1.9334142718542702,3,SA928-A73044A-R07-C49,SA928,A73044A
26870,X,47500001,53500000,1,1.06218281255589,3,SA928-A73044A-R07-C49,SA928,A73044A
26871,X,53500001,57500000,2,1.6326291821848797,3,SA928-A73044A-R07-C49,SA928,A73044A
26872,X,57500001,64000000,1,1.1567950452658502,3,SA928-A73044A-R07-C49,SA928,A73044A
26873,X,64000001,67500000,2,1.62921679555281,3,SA928-A73044A-R07-C49,SA928,A73044A
26874,X,67500001,69500000,1,0.910151346182965,3,SA928-A73044A-R07-C49,SA928,A73044A
26875,X,69500001,83500000,2,1.63811920485654,3,SA928-A73044A-R07-C49,SA928,A73044A
26876,X,83500001,92500000,1,1.22140880172004,3,SA928-A73044A-R07-C49,SA928,A73044A
26877,X,92500001,99500000,2,1.7798394663947499,3,SA928-A73044A-R07-C49,SA928,A73044A
26878,X,99500001,102000000,1,0.99341975102343,3,SA928-A73044A-R07-C49,SA928,A73044A
26879,X,102000001,107500000,2,1.7979183571208999,3,SA928-A73044A-R07-C49,SA928,A73044A
26880,X,107500001,121500000,1,1.1834518894368302,3,SA928-A73044A-R07-C49,SA928,A73044A
26881,X,121500001,127500000,2,2.04354320442128,3,SA928-A73044A-R07-C49,SA928,A73044A
26882,X,127500001,155500000,1,1.23152107022599,3,SA928-A73044A-R07-C49,SA928,A73044A
26883,Y,1,14000000,1,1.10259120076931,3,SA928-A73044A-R07-C49,SA928,A73044A
26884,Y,14000001,16000000,2,2.0476209644497203,3,SA928-A73044A-R07-C49,SA928,A73044A
26885,Y,16000001,23500000,1,0.9381626287745629,3,SA928-A73044A-R07-C49,SA928,A73044A
26886,Y,23500001,59500000,0,0.0538058152920449,3,SA928-A73044A-R07-C49,SA928,A73044A
26887,1,1,39000000,3,3.0263731224827004,3,SA928-A73044A-R07-C50,SA928,A73044A
26888,1,39000001,42000000,4,3.98884585053645,3,SA928-A73044A-R07-C50,SA928,A73044A
26889,1,42000001,49000000,3,3.2597191470777402,3,SA928-A73044A-R07-C50,SA928,A73044A
26890,1,49000001,55000000,4,3.77067603044892,3,SA928-A73044A-R07-C50,SA928,A73044A
26891,1,55000001,66000000,3,2.50556143806735,3,SA928-A73044A-R07-C50,SA928,A73044A
26892,1,66000001,68500000,4,4.14693795635994,3,SA928-A73044A-R07-C50,SA928,A73044A
26893,1,68500001,71000000,3,2.78246251325185,3,SA928-A73044A-R07-C50,SA928,A73044A
26894,1,71000001,73500000,1,0.908381169866417,3,SA928-A73044A-R07-C50,SA928,A73044A
26895,1,73500001,81500000,3,2.67805468704817,3,SA928-A73044A-R07-C50,SA928,A73044A
26896,1,81500001,85000000,2,2.02992534465033,3,SA928-A73044A-R07-C50,SA928,A73044A
26897,1,85000001,89000000,3,3.1042239346416496,3,SA928-A73044A-R07-C50,SA928,A73044A
26898,1,89000001,94000000,4,4.0272818150743,3,SA928-A73044A-R07-C50,SA928,A73044A
26899,1,94000001,100000000,3,2.9037384876247,3,SA928-A73044A-R07-C50,SA928,A73044A
26900,1,100000001,103000000,5,4.540803639198559,3,SA928-A73044A-R07-C50,SA928,A73044A
26901,1,103000001,159500000,3,2.90998214030744,3,SA928-A73044A-R07-C50,SA928,A73044A
26902,1,159500001,175000000,4,4.0962592919724,3,SA928-A73044A-R07-C50,SA928,A73044A
26903,1,175000001,178500000,3,2.5201369690342403,3,SA928-A73044A-R07-C50,SA928,A73044A
26904,1,178500001,183000000,5,5.26571689585831,3,SA928-A73044A-R07-C50,SA928,A73044A
26905,1,183000001,192000000,3,3.2999383101616604,3,SA928-A73044A-R07-C50,SA928,A73044A
26906,1,192000001,193500000,5,5.10355828111725,3,SA928-A73044A-R07-C50,SA928,A73044A
26907,1,193500001,197000000,3,2.81878739531291,3,SA928-A73044A-R07-C50,SA928,A73044A
26908,1,197000001,200000000,4,4.33994377163898,3,SA928-A73044A-R07-C50,SA928,A73044A
26909,1,200000001,212000000,3,3.1015448607216696,3,SA928-A73044A-R07-C50,SA928,A73044A
26910,1,212000001,216000000,4,4.36063498314127,3,SA928-A73044A-R07-C50,SA928,A73044A
26911,1,216000001,219000000,3,2.8027081576340898,3,SA928-A73044A-R07-C50,SA928,A73044A
26912,1,219000001,237000000,4,3.87136755132552,3,SA928-A73044A-R07-C50,SA928,A73044A
26913,1,237000001,249500000,3,3.11400022042131,3,SA928-A73044A-R07-C50,SA928,A73044A
26914,10,1,9000000,4,4.06408640782033,3,SA928-A73044A-R07-C50,SA928,A73044A
26915,10,9000001,11000000,3,3.0193676839731802,3,SA928-A73044A-R07-C50,SA928,A73044A
26916,10,11000001,20500000,4,4.09509838042544,3,SA928-A73044A-R07-C50,SA928,A73044A
26917,10,20500001,25000000,3,2.5097814067066,3,SA928-A73044A-R07-C50,SA928,A73044A
26918,10,25000001,33000000,5,4.49748892427472,3,SA928-A73044A-R07-C50,SA928,A73044A
26919,10,33000001,45000000,3,2.9106595549564,3,SA928-A73044A-R07-C50,SA928,A73044A
26920,10,45000001,54000000,4,4.0215479909943,3,SA928-A73044A-R07-C50,SA928,A73044A
26921,10,54000001,74500000,3,3.0793948145272703,3,SA928-A73044A-R07-C50,SA928,A73044A
26922,10,74500001,81500000,4,4.19180958128388,3,SA928-A73044A-R07-C50,SA928,A73044A
26923,10,81500001,89500000,3,2.81504255009583,3,SA928-A73044A-R07-C50,SA928,A73044A
26924,10,89500001,94500000,5,5.3199104096429295,3,SA928-A73044A-R07-C50,SA928,A73044A
26925,10,94500001,96500000,3,3.3070704439632004,3,SA928-A73044A-R07-C50,SA928,A73044A
26926,10,96500001,98000000,5,5.03276567497754,3,SA928-A73044A-R07-C50,SA928,A73044A
26927,10,98000001,108000000,3,3.3714837748382998,3,SA928-A73044A-R07-C50,SA928,A73044A
26928,10,108000001,111000000,2,2.10193219446042,3,SA928-A73044A-R07-C50,SA928,A73044A
26929,10,111000001,116500000,4,4.0118089400212,3,SA928-A73044A-R07-C50,SA928,A73044A
26930,10,116500001,117500000,3,2.8395145529287897,3,SA928-A73044A-R07-C50,SA928,A73044A
26931,10,117500001,120500000,2,1.70375434680276,3,SA928-A73044A-R07-C50,SA928,A73044A
26932,10,120500001,122000000,4,4.01235615939172,3,SA928-A73044A-R07-C50,SA928,A73044A
26933,10,122000001,128000000,3,2.8111515575839596,3,SA928-A73044A-R07-C50,SA928,A73044A
26934,10,128000001,134000000,2,1.9299377280259902,3,SA928-A73044A-R07-C50,SA928,A73044A
26935,10,134000001,136000000,3,3.31994292197584,3,SA928-A73044A-R07-C50,SA928,A73044A
26936,11,1,5000000,3,2.69947595681763,3,SA928-A73044A-R07-C50,SA928,A73044A
26937,11,5000001,11000000,4,3.7398635246693903,3,SA928-A73044A-R07-C50,SA928,A73044A
26938,11,11000001,17500000,3,3.17787566708426,3,SA928-A73044A-R07-C50,SA928,A73044A
26939,11,17500001,23000000,4,4.18515763797018,3,SA928-A73044A-R07-C50,SA928,A73044A
26940,11,23000001,26500000,2,2.13810500311434,3,SA928-A73044A-R07-C50,SA928,A73044A
26941,11,26500001,27000000,3,3.3569389403032703,3,SA928-A73044A-R07-C50,SA928,A73044A
26942,11,27000001,28500000,5,5.57699613456702,3,SA928-A73044A-R07-C50,SA928,A73044A
26943,11,28500001,32500000,3,2.90495682651811,3,SA928-A73044A-R07-C50,SA928,A73044A
26944,11,32500001,36000000,4,4.493145384578519,3,SA928-A73044A-R07-C50,SA928,A73044A
26945,11,36000001,43500000,3,2.68641215800715,3,SA928-A73044A-R07-C50,SA928,A73044A
26946,11,43500001,48000000,4,3.8696054606732004,3,SA928-A73044A-R07-C50,SA928,A73044A
26947,11,48000001,55500000,3,2.85121213717345,3,SA928-A73044A-R07-C50,SA928,A73044A
26948,11,55500001,62500000,4,3.8807815527739304,3,SA928-A73044A-R07-C50,SA928,A73044A
26949,11,62500001,64000000,2,1.8703024094629601,3,SA928-A73044A-R07-C50,SA928,A73044A
26950,11,64000001,71500000,3,2.9444766183161097,3,SA928-A73044A-R07-C50,SA928,A73044A
26951,11,71500001,75000000,4,4.20804092655361,3,SA928-A73044A-R07-C50,SA928,A73044A
26952,11,75000001,79500000,3,3.0654012214346404,3,SA928-A73044A-R07-C50,SA928,A73044A
26953,11,79500001,103000000,4,3.7891233321283195,3,SA928-A73044A-R07-C50,SA928,A73044A
26954,11,103000001,108000000,3,2.8954248763613797,3,SA928-A73044A-R07-C50,SA928,A73044A
26955,11,108000001,112500000,4,3.9945570405607302,3,SA928-A73044A-R07-C50,SA928,A73044A
26956,11,112500001,116500000,3,2.69224633486996,3,SA928-A73044A-R07-C50,SA928,A73044A
26957,11,116500001,122000000,4,4.22230999468922,3,SA928-A73044A-R07-C50,SA928,A73044A
26958,11,122000001,130500000,3,3.3580311582170403,3,SA928-A73044A-R07-C50,SA928,A73044A
26959,11,130500001,133000000,2,2.17619244822493,3,SA928-A73044A-R07-C50,SA928,A73044A
26960,11,133000001,135500000,3,3.07863980397597,3,SA928-A73044A-R07-C50,SA928,A73044A
26961,12,1,13500000,4,4.24572751255472,3,SA928-A73044A-R07-C50,SA928,A73044A
26962,12,13500001,15500000,3,3.0106616928757597,3,SA928-A73044A-R07-C50,SA928,A73044A
26963,12,15500001,18000000,5,5.383832446271519,3,SA928-A73044A-R07-C50,SA928,A73044A
26964,12,18000001,22000000,3,2.80820865563519,3,SA928-A73044A-R07-C50,SA928,A73044A
26965,12,22000001,27500000,5,4.843452731986231,3,SA928-A73044A-R07-C50,SA928,A73044A
26966,12,27500001,39500000,3,2.7970596373401295,3,SA928-A73044A-R07-C50,SA928,A73044A
26967,12,39500001,41000000,5,4.90711353701676,3,SA928-A73044A-R07-C50,SA928,A73044A
26968,12,41000001,42000000,3,2.79523063590492,3,SA928-A73044A-R07-C50,SA928,A73044A
26969,12,42000001,54500000,4,3.81800300102272,3,SA928-A73044A-R07-C50,SA928,A73044A
26970,12,54500001,98500000,3,3.0696046811038102,3,SA928-A73044A-R07-C50,SA928,A73044A
26971,12,98500001,106000000,4,3.8034294174918597,3,SA928-A73044A-R07-C50,SA928,A73044A
26972,12,106000001,134000000,3,2.889980238526,3,SA928-A73044A-R07-C50,SA928,A73044A
26973,13,1,21500000,3,3.3100751020947703,3,SA928-A73044A-R07-C50,SA928,A73044A
26974,13,21500001,24000000,2,1.7427274476669399,3,SA928-A73044A-R07-C50,SA928,A73044A
26975,13,24000001,27500000,3,2.77778313941337,3,SA928-A73044A-R07-C50,SA928,A73044A
26976,13,27500001,33000000,4,3.72432881240911,3,SA928-A73044A-R07-C50,SA928,A73044A
26977,13,33000001,52500000,5,4.955226687343901,3,SA928-A73044A-R07-C50,SA928,A73044A
26978,13,52500001,55000000,3,3.07484882044804,3,SA928-A73044A-R07-C50,SA928,A73044A
26979,13,55000001,64000000,4,3.94027400574419,3,SA928-A73044A-R07-C50,SA928,A73044A
26980,13,64000001,66000000,2,2.00284994915232,3,SA928-A73044A-R07-C50,SA928,A73044A
26981,13,66000001,72500000,4,3.9366482067472797,3,SA928-A73044A-R07-C50,SA928,A73044A
26982,13,72500001,74000000,3,3.1854902569724,3,SA928-A73044A-R07-C50,SA928,A73044A
26983,13,74000001,79000000,5,4.9911212985495,3,SA928-A73044A-R07-C50,SA928,A73044A
26984,13,79000001,94500000,3,3.0703396994738,3,SA928-A73044A-R07-C50,SA928,A73044A
26985,13,94500001,109000000,4,3.94666833832578,3,SA928-A73044A-R07-C50,SA928,A73044A
26986,13,109000001,115500000,3,3.05055950632567,3,SA928-A73044A-R07-C50,SA928,A73044A
26987,14,1,20500000,3,1.63904464410296,3,SA928-A73044A-R07-C50,SA928,A73044A
26988,14,20500001,23500000,4,3.9750369927124,3,SA928-A73044A-R07-C50,SA928,A73044A
26989,14,23500001,36500000,3,3.00588482595483,3,SA928-A73044A-R07-C50,SA928,A73044A
26990,14,36500001,39000000,2,2.16943177601793,3,SA928-A73044A-R07-C50,SA928,A73044A
26991,14,39000001,49000000,3,3.02734684488769,3,SA928-A73044A-R07-C50,SA928,A73044A
26992,14,49000001,61000000,4,3.81222845125998,3,SA928-A73044A-R07-C50,SA928,A73044A
26993,14,61000001,64500000,3,3.1785144063631403,3,SA928-A73044A-R07-C50,SA928,A73044A
26994,14,64500001,76500000,4,3.9889229541755498,3,SA928-A73044A-R07-C50,SA928,A73044A
26995,14,76500001,97000000,3,3.04236718436458,3,SA928-A73044A-R07-C50,SA928,A73044A
26996,14,97000001,100000000,2,1.8106588712714198,3,SA928-A73044A-R07-C50,SA928,A73044A
26997,14,100000001,107500000,3,2.98181719529696,3,SA928-A73044A-R07-C50,SA928,A73044A
26998,15,1,29500000,2,1.6817525094152799,3,SA928-A73044A-R07-C50,SA928,A73044A
26999,15,29500001,33000000,3,3.0528566824166,3,SA928-A73044A-R07-C50,SA928,A73044A
27000,15,33000001,36000000,4,4.00940688969115,3,SA928-A73044A-R07-C50,SA928,A73044A
27001,15,36000001,38000000,2,2.13949656235326,3,SA928-A73044A-R07-C50,SA928,A73044A
27002,15,38000001,45000000,4,4.15124439405092,3,SA928-A73044A-R07-C50,SA928,A73044A
27003,15,45000001,48500000,3,2.92406965127792,3,SA928-A73044A-R07-C50,SA928,A73044A
27004,15,48500001,53000000,4,4.34176802478185,3,SA928-A73044A-R07-C50,SA928,A73044A
27005,15,53000001,56500000,3,3.09991942913058,3,SA928-A73044A-R07-C50,SA928,A73044A
27006,15,56500001,68500000,4,3.8160851686106403,3,SA928-A73044A-R07-C50,SA928,A73044A
27007,15,68500001,86000000,3,3.2154809450371404,3,SA928-A73044A-R07-C50,SA928,A73044A
27008,15,86000001,87000000,4,4.1836454467401705,3,SA928-A73044A-R07-C50,SA928,A73044A
27009,15,87000001,89000000,2,1.8765519967011899,3,SA928-A73044A-R07-C50,SA928,A73044A
27010,15,89000001,103000000,3,3.02240709128864,3,SA928-A73044A-R07-C50,SA928,A73044A
27011,16,1,9500000,3,2.7486513920244198,3,SA928-A73044A-R07-C50,SA928,A73044A
27012,16,9500001,14500000,4,3.8425382095622496,3,SA928-A73044A-R07-C50,SA928,A73044A
27013,16,14500001,23000000,3,3.0679455028621203,3,SA928-A73044A-R07-C50,SA928,A73044A
27014,16,23000001,25500000,5,4.62064023128786,3,SA928-A73044A-R07-C50,SA928,A73044A
27015,16,25500001,32500000,3,2.82433960774193,3,SA928-A73044A-R07-C50,SA928,A73044A
27016,16,32500001,46500000,2,1.81367807628055,3,SA928-A73044A-R07-C50,SA928,A73044A
27017,16,46500001,49000000,4,3.7816819901662004,3,SA928-A73044A-R07-C50,SA928,A73044A
27018,16,49000001,56500000,3,2.77012186915967,3,SA928-A73044A-R07-C50,SA928,A73044A
27019,16,56500001,64500000,4,3.8164806970818503,3,SA928-A73044A-R07-C50,SA928,A73044A
27020,16,64500001,74500000,3,3.02630057213382,3,SA928-A73044A-R07-C50,SA928,A73044A
27021,16,74500001,77000000,4,4.50642899413567,3,SA928-A73044A-R07-C50,SA928,A73044A
27022,16,77000001,81000000,2,2.19310905990909,3,SA928-A73044A-R07-C50,SA928,A73044A
27023,16,81000001,82500000,3,3.67347457652439,3,SA928-A73044A-R07-C50,SA928,A73044A
27024,16,82500001,84000000,2,1.80233597300651,3,SA928-A73044A-R07-C50,SA928,A73044A
27025,16,84000001,88000000,3,2.7988566466502203,3,SA928-A73044A-R07-C50,SA928,A73044A
27026,16,88000001,90500000,4,3.94284151686354,3,SA928-A73044A-R07-C50,SA928,A73044A
27027,17,1,11000000,3,3.1872358737027096,3,SA928-A73044A-R07-C50,SA928,A73044A
27028,17,11000001,15000000,2,2.17293370631565,3,SA928-A73044A-R07-C50,SA928,A73044A
27029,17,15000001,33000000,3,2.8910998190207704,3,SA928-A73044A-R07-C50,SA928,A73044A
27030,17,33000001,36500000,4,4.46563229103126,3,SA928-A73044A-R07-C50,SA928,A73044A
27031,17,36500001,45500000,3,2.94015763887158,3,SA928-A73044A-R07-C50,SA928,A73044A
27032,17,45500001,60000000,4,3.8454877509006695,3,SA928-A73044A-R07-C50,SA928,A73044A
27033,17,60000001,70000000,3,3.21526277955434,3,SA928-A73044A-R07-C50,SA928,A73044A
27034,17,70000001,76500000,4,4.03788158132318,3,SA928-A73044A-R07-C50,SA928,A73044A
27035,17,76500001,81500000,3,3.0257809051238502,3,SA928-A73044A-R07-C50,SA928,A73044A
27036,18,1,5000000,3,3.0573744749297203,3,SA928-A73044A-R07-C50,SA928,A73044A
27037,18,5000001,28000000,2,1.9096642142678601,3,SA928-A73044A-R07-C50,SA928,A73044A
27038,18,28000001,49000000,3,2.93099330399093,3,SA928-A73044A-R07-C50,SA928,A73044A
27039,18,49000001,51500000,2,1.9580395014436298,3,SA928-A73044A-R07-C50,SA928,A73044A
27040,18,51500001,59500000,3,2.92717464365966,3,SA928-A73044A-R07-C50,SA928,A73044A
27041,18,59500001,63500000,4,4.01224158863249,3,SA928-A73044A-R07-C50,SA928,A73044A
27042,18,63500001,65500000,3,3.06091908257844,3,SA928-A73044A-R07-C50,SA928,A73044A
27043,18,65500001,74000000,2,2.07845367320097,3,SA928-A73044A-R07-C50,SA928,A73044A
27044,18,74000001,78500000,3,2.38697918524551,3,SA928-A73044A-R07-C50,SA928,A73044A
27045,19,1,9500000,3,2.74638239761673,3,SA928-A73044A-R07-C50,SA928,A73044A
27046,19,9500001,20000000,4,4.0039299154934005,3,SA928-A73044A-R07-C50,SA928,A73044A
27047,19,20000001,32500000,2,2.01373279648835,3,SA928-A73044A-R07-C50,SA928,A73044A
27048,19,32500001,38000000,3,2.8337635179382,3,SA928-A73044A-R07-C50,SA928,A73044A
27049,19,38000001,46500000,4,4.15346037583726,3,SA928-A73044A-R07-C50,SA928,A73044A
27050,19,46500001,57000000,3,3.10738424744747,3,SA928-A73044A-R07-C50,SA928,A73044A
27051,19,57000001,59500000,2,1.71935951135194,3,SA928-A73044A-R07-C50,SA928,A73044A
27052,2,1,3000000,2,2.32430586647572,3,SA928-A73044A-R07-C50,SA928,A73044A
27053,2,3000001,52000000,3,2.7441267133158904,3,SA928-A73044A-R07-C50,SA928,A73044A
27054,2,52000001,61000000,2,2.25991714860712,3,SA928-A73044A-R07-C50,SA928,A73044A
27055,2,61000001,62500000,3,3.19243791158086,3,SA928-A73044A-R07-C50,SA928,A73044A
27056,2,62500001,66000000,4,4.219580856468,3,SA928-A73044A-R07-C50,SA928,A73044A
27057,2,66000001,68500000,2,2.3473655189242404,3,SA928-A73044A-R07-C50,SA928,A73044A
27058,2,68500001,76000000,4,3.78210750605506,3,SA928-A73044A-R07-C50,SA928,A73044A
27059,2,76000001,98500000,3,2.9608948534288597,3,SA928-A73044A-R07-C50,SA928,A73044A
27060,2,98500001,100000000,4,4.09378206952894,3,SA928-A73044A-R07-C50,SA928,A73044A
27061,2,100000001,102000000,2,2.17630072178004,3,SA928-A73044A-R07-C50,SA928,A73044A
27062,2,102000001,121000000,3,2.96337931881204,3,SA928-A73044A-R07-C50,SA928,A73044A
27063,2,121000001,123000000,2,1.97542629474011,3,SA928-A73044A-R07-C50,SA928,A73044A
27064,2,123000001,129000000,3,3.2354156557686298,3,SA928-A73044A-R07-C50,SA928,A73044A
27065,2,129000001,135000000,2,2.0385100194176,3,SA928-A73044A-R07-C50,SA928,A73044A
27066,2,135000001,142000000,3,2.9353911475670404,3,SA928-A73044A-R07-C50,SA928,A73044A
27067,2,142000001,145000000,4,4.099831206300521,3,SA928-A73044A-R07-C50,SA928,A73044A
27068,2,145000001,162500000,3,2.9509643092914506,3,SA928-A73044A-R07-C50,SA928,A73044A
27069,2,162500001,165000000,2,1.99653391191322,3,SA928-A73044A-R07-C50,SA928,A73044A
27070,2,165000001,190500000,3,2.88729499971897,3,SA928-A73044A-R07-C50,SA928,A73044A
27071,2,190500001,193000000,5,5.0227822474160195,3,SA928-A73044A-R07-C50,SA928,A73044A
27072,2,193000001,201000000,3,3.1696499800691402,3,SA928-A73044A-R07-C50,SA928,A73044A
27073,2,201000001,204500000,4,3.9633637244147795,3,SA928-A73044A-R07-C50,SA928,A73044A
27074,2,204500001,235000000,3,2.8959267154356403,3,SA928-A73044A-R07-C50,SA928,A73044A
27075,2,235000001,237000000,2,1.88957572810495,3,SA928-A73044A-R07-C50,SA928,A73044A
27076,2,237000001,243500000,3,2.74007153457043,3,SA928-A73044A-R07-C50,SA928,A73044A
27077,20,1,7000000,3,2.87950606315229,3,SA928-A73044A-R07-C50,SA928,A73044A
27078,20,7000001,10500000,2,2.11618023414914,3,SA928-A73044A-R07-C50,SA928,A73044A
